hotel_name,district,address,city,property_type,verification_status,source_authority,source_url,last_source_review
Hayah Al Waha Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Vatoran Luxury Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
hotel roh almadena,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Deem Almadina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Astoneast Taiba Hotel Ex Artal Al Alami,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Anis Al Nafoos Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Mukhtara Al Gharbi Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Vatoran Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
My Home 2 Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Haza Manzeli Rabwa Branch,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Tabba Residential suites اجنحه طابه السكنيه,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Nawa Almadina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Anter Elzahaby Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Zaha Al-medina,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
The Biltmore Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
ONARA STAY HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Azar Al Salam Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Sama Al Khair,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Diamond corners Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Reef Alsharq Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Balensia Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Dan Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Aknan Al Munawarah Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Platinum The First,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Dar Al Eiman Ohud,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Hotel SDU Boutique Al Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Salsbil alzahbi hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Odst Al Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Ansam Taiba Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Maden Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
manzil uhud 2,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
gelnar alraqi,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Hayah Salam Silver Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al-mukhtara Tower - Economy,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Rawdat Al Mukhtara Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Vatoran Hotel 2,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Surestay By Best Western Madinah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Sidrathul Aaliya Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Al Mustarah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Hampton By Hilton Madinah Central District,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Madinah Ma Venpick Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
LECHAL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Y Platinum Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
GOSONA LBASIKA HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Wings of the desert resting place,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
8Points Hotel - Al Salam 2,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Zowar International Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Dar Al Eshaal Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
MEHAD MADINAH QUBA,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Nour Al Raqia Suites,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
Beyond Limits hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Expedia Madinah all-properties directory,https://www.expedia.co.uk/All-Madinah-Hotels.d602705.Travel-Guide-City-All-Hotels,2026-07-21
VALY Al-Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
View Al Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
MADEN Taiba HOTEL,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Elite Alnokhba - Alkhalidiyyah,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Nozol Royal Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Al Muna Kareem Hotel- EX LEADER,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Emaar Elite Al Madina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
فندق روح المدينة,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
نزل الاوائل,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
فندق رؤى الاندلس البلاتيني - Roaa Alandalus Platinum Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Afaq Al Salam Al Zahabi Hotel Ex Riyadh Al Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
أصالة الألماسة,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Diyar Altaqwa Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
فندق قصر الاندلس الذهبي - Alandalus Golden Palace Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Bosphorus Hotel Medina,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
The Venue Al Harithia Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Bosphorus Hotel Waqf Safi,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
SAJA By Warwick Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Quba luxury,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Park Plus Served Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Quba Suites نزل قباء,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Park Al Madinah Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Quba Peace سلام قباء,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Manazel Marez for serviced apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Quba View-شقق قباء,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
ELEGANT SERVICED APARTMENTS,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Qurban Al Madina Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Diyar AlSaliheen Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Quba Al-Majidiah - قباء الماجدية,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
alfakhama almasia Serviced Apartments,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
AbdulAziz Suites Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
Ruve Al Madinah Hotel,,,المدينة المنورة,Hotel / Accommodation,مصدر حجز — يحتاج مطابقة الترخيص / OTA sourced — licence verification required,Booking.com Madinah directory,https://www.booking.com/city/sa/medina.en-gb.html,2026-07-21
